courseId,,,,,,
do_112718232247902208110196,,,,,,
do_112693314617065472193,,,,,,
do_1127110093353615361249,,,,,,
do_112718232247902208110196,,,,,,
do_112470675618004992181,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
